taxi_zone,P(mode1),P(mode2),P(mode3),P(mode4),P(mode5)
214.0,0.02702471459706879,17.9088922961261,3.7386762308287733,7464.729912390488,1172.59549436796
215.0,0.6933876888195207,22.514060418504016,11.322709940198235,10906.414364046877,954.0554779056016
216.0,5.229564281162473,215.76775433590979,88.66355094814514,25204.321739130435,1753.017391304348
217.0,0.6392036783722725,25.432447337597118,9.933853886834664,2277.3481851023566,5161.646309994839
218.0,2.4015349971099473,82.0434571623858,34.19781605968234,6556.908390410959,695.448801369863
219.0,0.37818016081999073,9.42563835222754,3.829556331286216,5833.569613947697,234.79701120797012
220.0,1.0974069916943463,117.88094702177723,24.86814089365843,9029.231755542241,1449.921749550629
221.0,0.027640594800826708,15.853765704283267,3.742473716498299,8238.461628359953,900.9144916244644
222.0,0.0,0.0,0.0,4541.724594992636,404.27540500736376
223.0,8.62878876952792,71.29942419386511,17.19462431359722,20126.279954724305,2300.5972079987064
224.0,30.12518784738842,48.76987322961718,24.841898533304924,6475.2239699614365,2548.0390704282527
225.0,1.1419474535285077,109.81370594389122,66.61121867554056,22158.476509736258,1360.9566181907815
226.0,102.20375139453915,293.5919315320509,78.34719251642623,20363.853537725776,1916.0035868312052
227.0,0.44637308122351005,43.63885370783314,15.405867358526038,15579.867684478373,4734.641221374046
228.0,1.689967079614862,67.2978099517549,18.52513531547284,14846.060697455232,2922.426390197926
229.0,329.4214563546123,179.16303434176967,60.52488430361796,5825.454910714285,5107.435714285714
230.0,53.252826082006784,26.97636000223548,2.729726123857054,1662.4966006503103,1996.54448714159
231.0,305.671971254998,334.0541564784241,56.66679551099817,5953.809798584649,2526.797278170931
232.0,19.41087736024088,137.31155568031923,68.01632691787427,10671.291167301699,4775.970072739869
233.0,195.65031311433196,159.6155179643446,44.082787322828786,3464.6190947806276,4519.032286817866
234.0,331.6201395712369,203.0673688065997,40.66294195150878,5449.359322489582,2143.2902271810726
235.0,1.4966461458898028,147.89628681489904,74.43037829748931,15192.717350993378,1739.4593377483443
236.0,1139.8833759242889,308.78732949340593,154.22128290536702,10643.69834576711,2443.409665909828
237.0,709.018658818049,207.76342926734642,60.506868502571045,3102.200456968774,2909.51058644326
238.0,410.17185789665183,214.92063866685996,114.45922757441922,18553.78933573593,2153.6589401261367
239.0,479.2239809814513,234.422654912028,107.70085110825389,15703.92661680197,2059.7258961962966
240.0,0.0,0.0,0.0,96.0,0.0
241.0,0.5868535304818137,111.13624230808561,35.82337256291956,13803.68605348363,1924.767478114882
242.0,0.6965002056546546,92.13539270777035,31.02643831924452,7750.320393244266,1224.8212755230654
243.0,6.35039764385558,250.79238868935306,82.20116428407533,21699.719365079363,3891.936684303351
244.0,34.93981710288383,225.09374234554306,81.56993077474311,25225.253957288318,5088.142552488511
245.0,0.0,0.0,0.0,5791.1858795372955,601.8141204627044
246.0,153.57358655934877,196.15644938684468,51.63384594073491,2531.54987396471,1760.0862441483616
247.0,6.927425309367592,144.0764822996912,64.46775729766424,11315.082717353045,1289.4456177402321
248.0,0.8808255718912722,104.43489003886724,51.914418863569125,9283.86674816626,779.9031173594132
249.0,239.374563930693,214.91219030629645,51.044769141592795,7786.375867269985,3505.292609351433
250.0,1.5791056465094275,127.09522898179966,50.2125228173719,8037.902755696873,845.2103868574457
251.0,0.18811524244302466,107.92767921920166,20.10080188153393,8489.288326300984,978.4950773558369
252.0,0.15217318475217706,22.13104072553261,4.647990020919141,9527.66147966148,1406.4073164073163
254.0,1.0225355117734454,111.00796679555555,55.91241620347548,16156.108760739391,1470.9483207498047
255.0,1.275761218876661,66.99088952345173,12.396968823946047,10057.479723816006,775.8566566177186
256.0,0.23243185184691734,8.78020372310699,2.3857595670977085,11850.186076772936,2472.415528085014
257.0,2.1364401790798624,121.7005683756036,20.9472343843694,8958.787322149077,777.4284349118709
258.0,0.7904126295923589,81.79897831046407,33.94500179547139,19903.82633371169,1823.6392735527809
259.0,0.7361512598036115,79.14983193256062,32.03286124363313,11717.042098260952,1113.0390573030504
260.0,17.557220634519812,80.95101897545317,23.3615574914763,16204.586550724636,1339.543652173913
261.0,10.867081209628582,11.7969429690654,1.5609758213060154,1967.07,915.705
262.0,702.4492804223786,398.3121549508061,253.66783470873216,10936.882870766598,2265.6878591514856
263.0,455.2820088538714,235.8362853779799,114.66587019926753,16435.40026826574,3327.81556730314
