index_right,OBJECTID,zone,tractid,tractnum
1240,236.0,Upper East Side North,36061014000,014000
1241,236.0,Upper East Side North,36061014200,014200
1249,236.0,Upper East Side North,36061014801,014801
1252,236.0,Upper East Side North,36061015001,015001
1250,236.0,Upper East Side North,36061014802,014802
1253,236.0,Upper East Side North,36061015002,015002
1262,236.0,Upper East Side North,36061015801,015801
1215,237.0,Upper East Side South,36061011402,011402
1214,237.0,Upper East Side South,36061011401,011401
1221,237.0,Upper East Side South,36061012000,012000
1223,237.0,Upper East Side South,36061012200,012200
1228,237.0,Upper East Side South,36061012800,012800
1230,237.0,Upper East Side South,36061013000,013000
1279,238.0,Upper West Side North,36061017300,017300
1282,238.0,Upper West Side North,36061017500,017500
1283,238.0,Upper West Side North,36061017700,017700
1285,238.0,Upper West Side North,36061017900,017900
1287,238.0,Upper West Side North,36061018100,018100
1289,238.0,Upper West Side North,36061018300,018300
1275,239.0,Upper West Side South,36061016900,016900
1277,239.0,Upper West Side South,36061017100,017100
1267,239.0,Upper West Side South,36061016100,016100
1271,239.0,Upper West Side South,36061016500,016500
1273,239.0,Upper West Side South,36061016700,016700
1269,239.0,Upper West Side South,36061016300,016300
322,240.0,Van Cortlandt Park,36005043500,043500
294,241.0,Van Cortlandt Village,36005040304,040304
195,241.0,Van Cortlandt Village,36005026701,026701
293,241.0,Van Cortlandt Village,36005040303,040303
299,241.0,Van Cortlandt Village,36005040701,040701
196,241.0,Van Cortlandt Village,36005026702,026702
198,241.0,Van Cortlandt Village,36005027300,027300
302,241.0,Van Cortlandt Village,36005040900,040900
202,241.0,Van Cortlandt Village,36005027700,027700
203,241.0,Van Cortlandt Village,36005027900,027900
204,241.0,Van Cortlandt Village,36005028100,028100
122,242.0,Van Nest/Morris Park,36005020000,020000
187,242.0,Van Nest/Morris Park,36005025600,025600
206,242.0,Van Nest/Morris Park,36005028400,028400
185,242.0,Van Nest/Morris Park,36005025400,025400
208,242.0,Van Nest/Morris Park,36005028600,028600
171,242.0,Van Nest/Morris Park,36005024000,024000
169,242.0,Van Nest/Morris Park,36005023800,023800
165,242.0,Van Nest/Morris Park,36005023600,023600
174,242.0,Van Nest/Morris Park,36005024400,024400
160,242.0,Van Nest/Morris Park,36005023200,023200
183,242.0,Van Nest/Morris Park,36005025200,025200
158,242.0,Van Nest/Morris Park,36005023000,023000
1365,243.0,Washington Heights North,36061026700,026700
1366,243.0,Washington Heights North,36061026900,026900
1367,243.0,Washington Heights North,36061027100,027100
1368,243.0,Washington Heights North,36061027300,027300
1369,243.0,Washington Heights North,36061027500,027500
1370,243.0,Washington Heights North,36061027700,027700
1371,243.0,Washington Heights North,36061027900,027900
1372,243.0,Washington Heights North,36061028100,028100
1373,243.0,Washington Heights North,36061028300,028300
1374,243.0,Washington Heights North,36061028500,028500
1375,243.0,Washington Heights North,36061028700,028700
1358,244.0,Washington Heights South,36061025300,025300
1362,244.0,Washington Heights South,36061026100,026100
1363,244.0,Washington Heights South,36061026300,026300
1364,244.0,Washington Heights South,36061026500,026500
1348,244.0,Washington Heights South,36061023900,023900
1352,244.0,Washington Heights South,36061024301,024301
1356,244.0,Washington Heights South,36061024900,024900
1357,244.0,Washington Heights South,36061025100,025100
1350,244.0,Washington Heights South,36061024100,024100
1354,244.0,Washington Heights South,36061024500,024500
1355,244.0,Washington Heights South,36061024700,024700
1359,244.0,Washington Heights South,36061025500,025500
2087,245.0,West Brighton,36085010500,010500
2092,245.0,West Brighton,36085012100,012100
2076,245.0,West Brighton,36085005900,005900
2078,245.0,West Brighton,36085006700,006700
2081,245.0,West Brighton,36085007500,007500
1198,246.0,West Chelsea/Hudson Yards,36061009900,009900
1218,246.0,West Chelsea/Hudson Yards,36061011700,011700
147,247.0,West Concourse,36005022300,022300
129,247.0,West Concourse,36005020900,020900
36,247.0,West Concourse,36005006300,006300
119,247.0,West Concourse,36005019500,019500
120,247.0,West Concourse,36005019700,019700
145,247.0,West Concourse,36005022102,022102
144,247.0,West Concourse,36005022101,022101
30,248.0,West Farms/Bronx River,36005005400,005400
31,248.0,West Farms/Bronx River,36005005600,005600
37,248.0,West Farms/Bronx River,36005006400,006400
48,248.0,West Farms/Bronx River,36005007600,007600
35,248.0,West Farms/Bronx River,36005006200,006200
141,248.0,West Farms/Bronx River,36005021800,021800
138,248.0,West Farms/Bronx River,36005021601,021601
1165,249.0,West Village,36061006700,006700
1171,249.0,West Village,36061007300,007300
1169,249.0,West Village,36061007100,007100
1175,249.0,West Village,36061007700,007700
62,250.0,Westchester Village/Unionport,36005009800,009800
50,250.0,Westchester Village/Unionport,36005007800,007800
59,250.0,Westchester Village/Unionport,36005009200,009200
61,250.0,Westchester Village/Unionport,36005009600,009600
128,250.0,Westchester Village/Unionport,36005020601,020601
124,250.0,Westchester Village/Unionport,36005020200,020200
125,250.0,Westchester Village/Unionport,36005020400,020400
2129,251.0,Westerleigh,36085018701,018701
2131,251.0,Westerleigh,36085018901,018901
2117,251.0,Westerleigh,36085016901,016901
2133,251.0,Westerleigh,36085019700,019700
2111,251.0,Westerleigh,36085014700,014700
2112,251.0,Westerleigh,36085015100,015100
2135,251.0,Westerleigh,36085020100,020100
1963,252.0,Whitestone,36081103300,103300
1964,252.0,Whitestone,36081103900,103900
1960,252.0,Whitestone,36081102900,102900
1936,252.0,Whitestone,36081094500,094500
1946,252.0,Whitestone,36081099100,099100
1945,252.0,Whitestone,36081098700,098700
1943,252.0,Whitestone,36081097300,097300
1944,252.0,Whitestone,36081098100,098100
1644,253.0,Willets Point,36081038301,038301
288,254.0,Williamsbridge/Olinville,36005039800,039800
295,254.0,Williamsbridge/Olinville,36005040400,040400
313,254.0,Williamsbridge/Olinville,36005042400,042400
261,254.0,Williamsbridge/Olinville,36005037000,037000
263,254.0,Williamsbridge/Olinville,36005037200,037200
267,254.0,Williamsbridge/Olinville,36005037600,037600
265,254.0,Williamsbridge/Olinville,36005037400,037400
258,254.0,Williamsbridge/Olinville,36005036800,036800
272,254.0,Williamsbridge/Olinville,36005038200,038200
270,254.0,Williamsbridge/Olinville,36005038000,038000
278,254.0,Williamsbridge/Olinville,36005038800,038800
268,254.0,Williamsbridge/Olinville,36005037800,037800
280,254.0,Williamsbridge/Olinville,36005039000,039000
282,254.0,Williamsbridge/Olinville,36005039200,039200
286,254.0,Williamsbridge/Olinville,36005039600,039600
284,254.0,Williamsbridge/Olinville,36005039400,039400
298,254.0,Williamsbridge/Olinville,36005040600,040600
301,254.0,Williamsbridge/Olinville,36005040800,040800
311,254.0,Williamsbridge/Olinville,36005042200,042200
309,254.0,Williamsbridge/Olinville,36005042000,042000
786,255.0,Williamsburg (North Side),36047051900,051900
814,255.0,Williamsburg (North Side),36047055300,055300
816,255.0,Williamsburg (North Side),36047055500,055500
781,255.0,Williamsburg (North Side),36047051500,051500
784,255.0,Williamsburg (North Side),36047051700,051700
818,255.0,Williamsburg (North Side),36047055700,055700
789,256.0,Williamsburg (South Side),36047052500,052500
808,256.0,Williamsburg (South Side),36047054700,054700
791,256.0,Williamsburg (South Side),36047052700,052700
810,256.0,Williamsburg (South Side),36047054900,054900
779,256.0,Williamsburg (South Side),36047051300,051300
788,256.0,Williamsburg (South Side),36047052300,052300
812,256.0,Williamsburg (South Side),36047055100,055100
763,257.0,Windsor Terrace,36047050000,050000
767,257.0,Windsor Terrace,36047050400,050400
1097,257.0,Windsor Terrace,36047150200,150200
765,257.0,Windsor Terrace,36047050202,050202
467,257.0,Windsor Terrace,36047017100,017100
465,257.0,Windsor Terrace,36047016900,016900
1821,258.0,Woodhaven,36081064101,064101
1415,258.0,Woodhaven,36081004001,004001
1413,258.0,Woodhaven,36081003800,003800
1408,258.0,Woodhaven,36081003200,003200
1398,258.0,Woodhaven,36081001800,001800
1400,258.0,Woodhaven,36081002000,002000
1406,258.0,Woodhaven,36081003000,003000
1401,258.0,Woodhaven,36081002200,002200
1424,258.0,Woodhaven,36081005200,005200
1417,258.0,Woodhaven,36081004200,004200
1411,258.0,Woodhaven,36081003600,003600
1410,258.0,Woodhaven,36081003400,003400
1391,258.0,Woodhaven,36081000600,000600
1393,258.0,Woodhaven,36081000800,000800
1390,258.0,Woodhaven,36081000400,000400
1397,258.0,Woodhaven,36081001600,001600
1394,258.0,Woodhaven,36081001000,001000
1389,258.0,Woodhaven,36081000200,000200
1395,258.0,Woodhaven,36081001200,001200
1396,258.0,Woodhaven,36081001400,001400
315,259.0,Woodlawn/Wakefield,36005042600,042600
319,259.0,Woodlawn/Wakefield,36005043000,043000
316,259.0,Woodlawn/Wakefield,36005042800,042800
326,259.0,Woodlawn/Wakefield,36005044800,044800
321,259.0,Woodlawn/Wakefield,36005043400,043400
323,259.0,Woodlawn/Wakefield,36005043600,043600
325,259.0,Woodlawn/Wakefield,36005044400,044400
305,259.0,Woodlawn/Wakefield,36005041400,041400
324,259.0,Woodlawn/Wakefield,36005044200,044200
307,259.0,Woodlawn/Wakefield,36005041800,041800
327,259.0,Woodlawn/Wakefield,36005044901,044901
329,259.0,Woodlawn/Wakefield,36005045101,045101
328,259.0,Woodlawn/Wakefield,36005044902,044902
330,259.0,Woodlawn/Wakefield,36005045102,045102
1565,260.0,Woodside,36081024700,024700
1566,260.0,Woodside,36081024900,024900
1578,260.0,Woodside,36081026300,026300
1576,260.0,Woodside,36081026100,026100
1574,260.0,Woodside,36081025900,025900
1605,260.0,Woodside,36081029300,029300
1608,260.0,Woodside,36081029700,029700
1563,260.0,Woodside,36081024500,024500
1567,260.0,Woodside,36081025100,025100
1571,260.0,Woodside,36081025500,025500
1572,260.0,Woodside,36081025700,025700
1607,260.0,Woodside,36081029500,029500
1555,260.0,Woodside,36081022900,022900
1111,261.0,World Trade Center,36061001300,001300
1236,262.0,Yorkville East,36061013600,013600
1243,262.0,Yorkville East,36061014401,014401
1244,262.0,Yorkville East,36061014402,014402
1255,262.0,Yorkville East,36061015200,015200
1238,263.0,Yorkville West,36061013800,013800
1246,263.0,Yorkville West,36061014601,014601
1247,263.0,Yorkville West,36061014602,014602
1257,263.0,Yorkville West,36061015400,015400
1259,263.0,Yorkville West,36061015601,015601
